"","OTU","Sample","Abundance","Genotype","Day","Treatment","SampleVolume","Kingdom","Phylum","Class","Order","Family","Genus"
"93","e63635d7ee1b269910178a8853e38d2b","MBSF3",0.0279824312836498,"LRV_0_1","D1","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"94","e63635d7ee1b269910178a8853e38d2b","R1D3BW",0.0273288890440124,"CONTROL","D3","Wastewater_Control",100,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"95","e63635d7ee1b269910178a8853e38d2b","MBSF2",0.0158299412030755,"LRV_0_1","D1","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"96","e63635d7ee1b269910178a8853e38d2b","MBSF1",0.0119024466140262,"LRV_0_1","D1","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"97","e63635d7ee1b269910178a8853e38d2b","MBSF7",0.00992356175405659,"LRV_0_1","D3","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"98","e63635d7ee1b269910178a8853e38d2b","MBSF9",0.00958116616479606,"LRV_0_1","D3","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"99","e63635d7ee1b269910178a8853e38d2b","MBSF5",0.00946226632817909,"LRV_0_1","D2","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"100","e63635d7ee1b269910178a8853e38d2b","MBSF8",0.00934249065750934,"LRV_0_1","D3","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"101","e63635d7ee1b269910178a8853e38d2b","R1D2BW",0.00917844278193405,"CONTROL","D2","Wastewater_Control",100,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"102","e63635d7ee1b269910178a8853e38d2b","MBSF6",0.00886045772409409,"LRV_0_1","D2","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"103","e63635d7ee1b269910178a8853e38d2b","R1D1BW",0.00884719521031156,"CONTROL","D1","Wastewater_Control",100,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"104","e63635d7ee1b269910178a8853e38d2b","MBSF4",0.00381441693912502,"LRV_0_1","D2","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"105","e63635d7ee1b269910178a8853e38d2b","R3D2BW8532",0.00187675946199562,"CONTROL","D2","Wastewater_Control",100,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"106","d0191770f0c1f13a39299d4a4b2cef14","R1D2BW",0.173870878359656,"CONTROL","D2","Wastewater_Control",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"107","d0191770f0c1f13a39299d4a4b2cef14","R1D3BW",0.102649122194688,"CONTROL","D3","Wastewater_Control",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"108","d0191770f0c1f13a39299d4a4b2cef14","MBSF4",0.098668846333489,"LRV_0_1","D2","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"109","d0191770f0c1f13a39299d4a4b2cef14","R3D3BW",0.0922947839463012,"CONTROL","D3","Wastewater_Control",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"110","d0191770f0c1f13a39299d4a4b2cef14","R2D1BW",0.0808471328862734,"CONTROL","D1","Wastewater_Control",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"111","d0191770f0c1f13a39299d4a4b2cef14","R3D1BW",0.0739597269390415,"CONTROL","D1","Wastewater_Control",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"112","d0191770f0c1f13a39299d4a4b2cef14","MBSF6",0.0671090273363001,"LRV_0_1","D2","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"113","d0191770f0c1f13a39299d4a4b2cef14","MBSF1",0.0595511299544906,"LRV_0_1","D1","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"114","d0191770f0c1f13a39299d4a4b2cef14","R2D2BW",0.058628809336928,"CONTROL","D2","Wastewater_Control",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"115","d0191770f0c1f13a39299d4a4b2cef14","MBSF2",0.0584490136728943,"LRV_0_1","D1","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"116","d0191770f0c1f13a39299d4a4b2cef14","R2D3BW",0.055035908215099,"CONTROL","D3","Wastewater_Control",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"117","d0191770f0c1f13a39299d4a4b2cef14","R1D1BW",0.0482019601113526,"CONTROL","D1","Wastewater_Control",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"118","d0191770f0c1f13a39299d4a4b2cef14","MBSF5",0.0345411185475806,"LRV_0_1","D2","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"119","d0191770f0c1f13a39299d4a4b2cef14","MBSF3",0.0333309719467271,"LRV_0_1","D1","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"120","d0191770f0c1f13a39299d4a4b2cef14","MBSF7",0.0324080282508605,"LRV_0_1","D3","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"121","d0191770f0c1f13a39299d4a4b2cef14","MBSF8",0.0311584688415312,"LRV_0_1","D3","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"122","d0191770f0c1f13a39299d4a4b2cef14","MBSF9",0.0186695866411169,"LRV_0_1","D3","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"123","0cc7a7cb9a00ef49ad0412bd455de9c9","MBSF6",0.244516846789574,"LRV_0_1","D2","Wastewater_Daphnia",100,"d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella"
"124","0cc7a7cb9a00ef49ad0412bd455de9c9","R1D2BW",0.240717650318648,"CONTROL","D2","Wastewater_Control",100,"d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella"
"125","0cc7a7cb9a00ef49ad0412bd455de9c9","MBSF9",0.215275116342732,"LRV_0_1","D3","Wastewater_Daphnia",100,"d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella"
"126","0cc7a7cb9a00ef49ad0412bd455de9c9","MBSF7",0.214518796656385,"LRV_0_1","D3","Wastewater_Daphnia",100,"d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella"
"127","0cc7a7cb9a00ef49ad0412bd455de9c9","R1D3BW",0.20090049212942,"CONTROL","D3","Wastewater_Control",100,"d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella"
"128","0cc7a7cb9a00ef49ad0412bd455de9c9","MBSF8",0.182052317947682,"LRV_0_1","D3","Wastewater_Daphnia",100,"d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella"
"129","0cc7a7cb9a00ef49ad0412bd455de9c9","MBSF4",0.15277129067414,"LRV_0_1","D2","Wastewater_Daphnia",100,"d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella"
"130","0cc7a7cb9a00ef49ad0412bd455de9c9","MBSF3",0.142852082742987,"LRV_0_1","D1","Wastewater_Daphnia",100,"d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella"
"131","0cc7a7cb9a00ef49ad0412bd455de9c9","R3D1BW",0.139480635312682,"CONTROL","D1","Wastewater_Control",100,"d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella"
"132","0cc7a7cb9a00ef49ad0412bd455de9c9","MBSF5",0.127855988922225,"LRV_0_1","D2","Wastewater_Daphnia",100,"d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella"
"133","0cc7a7cb9a00ef49ad0412bd455de9c9","R2D1BW",0.127685780758177,"CONTROL","D1","Wastewater_Control",100,"d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella"
"134","0cc7a7cb9a00ef49ad0412bd455de9c9","R2D2BW",0.125618537351124,"CONTROL","D2","Wastewater_Control",100,"d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella"
"135","0cc7a7cb9a00ef49ad0412bd455de9c9","R2D3BW",0.120756699947451,"CONTROL","D3","Wastewater_Control",100,"d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella"
"136","0cc7a7cb9a00ef49ad0412bd455de9c9","R3D3BW",0.11190742553489,"CONTROL","D3","Wastewater_Control",100,"d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella"
"137","0cc7a7cb9a00ef49ad0412bd455de9c9","MBSF1",0.0999649928040764,"LRV_0_1","D1","Wastewater_Daphnia",100,"d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella"
"138","0cc7a7cb9a00ef49ad0412bd455de9c9","MBSF2",0.0878126848276102,"LRV_0_1","D1","Wastewater_Daphnia",100,"d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella"
"139","0cc7a7cb9a00ef49ad0412bd455de9c9","R1D1BW",0.0477062121038783,"CONTROL","D1","Wastewater_Control",100,"d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella"
"140","0d086aed8452bb8b5639ae2f16ea3706","R1D3BW",0.304038253464102,"CONTROL","D3","Wastewater_Control",100,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"141","0d086aed8452bb8b5639ae2f16ea3706","R1D2BW",0.164934885009698,"CONTROL","D2","Wastewater_Control",100,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"142","0d086aed8452bb8b5639ae2f16ea3706","R2D1BW",0.128438483645819,"CONTROL","D1","Wastewater_Control",100,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"143","0d086aed8452bb8b5639ae2f16ea3706","R2D2BW",0.122478927072313,"CONTROL","D2","Wastewater_Control",100,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"144","0d086aed8452bb8b5639ae2f16ea3706","R2D3BW",0.120266246277807,"CONTROL","D3","Wastewater_Control",100,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"145","0d086aed8452bb8b5639ae2f16ea3706","R3D1BW",0.119755754519571,"CONTROL","D1","Wastewater_Control",100,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"146","0d086aed8452bb8b5639ae2f16ea3706","R3D3BW",0.117780729967837,"CONTROL","D3","Wastewater_Control",100,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"147","0d086aed8452bb8b5639ae2f16ea3706","MBSF3",0.109202323604421,"LRV_0_1","D1","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"148","0d086aed8452bb8b5639ae2f16ea3706","MBSF2",0.0784886755036009,"LRV_0_1","D1","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"149","0d086aed8452bb8b5639ae2f16ea3706","MBSF1",0.0752265743513945,"LRV_0_1","D1","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"150","0d086aed8452bb8b5639ae2f16ea3706","R1D1BW",0.0588414750409945,"CONTROL","D1","Wastewater_Control",100,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"151","0d086aed8452bb8b5639ae2f16ea3706","MBSF7",0.0567699253497832,"LRV_0_1","D3","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"152","0d086aed8452bb8b5639ae2f16ea3706","MBSF8",0.0542369457630542,"LRV_0_1","D3","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"153","0d086aed8452bb8b5639ae2f16ea3706","MBSF9",0.0507528059129483,"LRV_0_1","D3","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"154","0d086aed8452bb8b5639ae2f16ea3706","MBSF6",0.0452558804831532,"LRV_0_1","D2","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"155","0d086aed8452bb8b5639ae2f16ea3706","MBSF4",0.0365094192744823,"LRV_0_1","D2","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"156","0d086aed8452bb8b5639ae2f16ea3706","MBSF5",0.0331179321486268,"LRV_0_1","D2","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"157","Other","R3D2BW8532",0.468877072255239,"CONTROL","D2","Wastewater_Control",100,"other","other","other","other","other","other"
"158","Other","MBSF9",0.420093074185601,"LRV_0_1","D3","Wastewater_Daphnia",100,"other","other","other","other","other","other"
"159","Other","MBSF8",0.376527623472377,"LRV_0_1","D3","Wastewater_Daphnia",100,"other","other","other","other","other","other"
"160","Other","MBSF7",0.332349917303652,"LRV_0_1","D3","Wastewater_Daphnia",100,"other","other","other","other","other","other"
"161","Other","MBSF1",0.300050565949667,"LRV_0_1","D1","Wastewater_Daphnia",100,"other","other","other","other","other","other"
"162","Other","MBSF5",0.285906608200631,"LRV_0_1","D2","Wastewater_Daphnia",100,"other","other","other","other","other","other"
"163","Other","MBSF6",0.279998410680229,"LRV_0_1","D2","Wastewater_Daphnia",100,"other","other","other","other","other","other"
"164","Other","MBSF4",0.269149929939281,"LRV_0_1","D2","Wastewater_Daphnia",100,"other","other","other","other","other","other"
"165","Other","R1D1BW",0.246768104335888,"CONTROL","D1","Wastewater_Control",100,"other","other","other","other","other","other"
"166","Other","MBSF2",0.216539679226246,"LRV_0_1","D1","Wastewater_Daphnia",100,"other","other","other","other","other","other"
"167","Other","MBSF3",0.202252762822329,"LRV_0_1","D1","Wastewater_Daphnia",100,"other","other","other","other","other","other"
"168","Other","R1D2BW",0.157522859517872,"CONTROL","D2","Wastewater_Control",100,"other","other","other","other","other","other"
"169","Other","R3D3BW",0.117291287931758,"CONTROL","D3","Wastewater_Control",100,"other","other","other","other","other","other"
"170","Other","R2D1BW",0.0941905022581087,"CONTROL","D1","Wastewater_Control",100,"other","other","other","other","other","other"
"171","Other","R2D3BW",0.0903836048344719,"CONTROL","D3","Wastewater_Control",100,"other","other","other","other","other","other"
"172","Other","R2D2BW",0.0900931645224038,"CONTROL","D2","Wastewater_Control",100,"other","other","other","other","other","other"
"173","Other","R3D1BW",0.0821927206613838,"CONTROL","D1","Wastewater_Control",100,"other","other","other","other","other","other"
"174","Other","R1D3BW",0.0800670133677708,"CONTROL","D3","Wastewater_Control",100,"other","other","other","other","other","other"
"175","58721516903087ef4d78b4c4b5f2b396","R2D3BW",0.383674899281836,"CONTROL","D3","Wastewater_Control",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","uncultured"
"176","58721516903087ef4d78b4c4b5f2b396","R2D2BW",0.371463672661502,"CONTROL","D2","Wastewater_Control",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","uncultured"
"177","58721516903087ef4d78b4c4b5f2b396","R3D1BW",0.358512572467497,"CONTROL","D1","Wastewater_Control",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","uncultured"
"178","58721516903087ef4d78b4c4b5f2b396","R2D1BW",0.342993020391406,"CONTROL","D1","Wastewater_Control",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","uncultured"
"179","58721516903087ef4d78b4c4b5f2b396","R3D3BW",0.289889525940428,"CONTROL","D3","Wastewater_Control",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","uncultured"
"180","58721516903087ef4d78b4c4b5f2b396","MBSF2",0.251504714191281,"LRV_0_1","D1","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","uncultured"
"181","58721516903087ef4d78b4c4b5f2b396","MBSF5",0.215324255711978,"LRV_0_1","D2","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","uncultured"
"182","58721516903087ef4d78b4c4b5f2b396","MBSF3",0.208203457069991,"LRV_0_1","D1","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","uncultured"
"183","58721516903087ef4d78b4c4b5f2b396","R3D2BW8532",0.162652486706287,"CONTROL","D2","Wastewater_Control",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","uncultured"
"184","58721516903087ef4d78b4c4b5f2b396","R1D1BW",0.119399000877093,"CONTROL","D1","Wastewater_Control",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","uncultured"
"185","58721516903087ef4d78b4c4b5f2b396","R1D3BW",0.0960175910090398,"CONTROL","D3","Wastewater_Control",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","uncultured"
"186","58721516903087ef4d78b4c4b5f2b396","MBSF6",0.0851875397329943,"LRV_0_1","D2","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","uncultured"
"187","58721516903087ef4d78b4c4b5f2b396","MBSF1",0.0725815862149442,"LRV_0_1","D1","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","uncultured"
"188","58721516903087ef4d78b4c4b5f2b396","MBSF4",0.0722403861124085,"LRV_0_1","D2","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","uncultured"
"189","58721516903087ef4d78b4c4b5f2b396","MBSF8",0.0617614382385618,"LRV_0_1","D3","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","uncultured"
"190","58721516903087ef4d78b4c4b5f2b396","R1D2BW",0.0530617899695206,"CONTROL","D2","Wastewater_Control",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","uncultured"
"191","58721516903087ef4d78b4c4b5f2b396","MBSF7",0.0500201153278798,"LRV_0_1","D3","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","uncultured"
"192","58721516903087ef4d78b4c4b5f2b396","MBSF9",0.0282507528059129,"LRV_0_1","D3","Wastewater_Daphnia",100,"d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","uncultured"
